Country,Region,Type (Oil/Gas),Production Source,Segment (Up/Down),Abatement Technology,Abatement Potential,Abatement Cost
Peru,Central and South America,Oil,Downstream oil,Downstream,Downstream LDAR,0.02,-1.46
Saudi Arabia,Middle East,Gas,Unconventional gas,Upstream,Upstream LDAR,0.71,-1.46
Saudi Arabia,Middle East,Oil,Onshore conventional oil,Upstream,Upstream LDAR,10.59,-1.46
Saudi Arabia,Middle East,Gas,Onshore conventional gas,Upstream,Upstream LDAR,4.77,-1.46
Syria,Middle East,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.73,-1.46
Syria,Middle East,Gas,Onshore conventional gas,Upstream,Upstream LDAR,1.1400000000000000,-1.46
Trinidad and Tobago,Central and South America,Gas,Downstream gas,Downstream,Downstream LDAR,10.31,-1.46
Trinidad and Tobago,Central and South America,Oil,Downstream oil,Downstream,Downstream LDAR,0,-1.46
Uruguay,Latin America,Gas,Downstream gas,Downstream,Downstream LDAR,0.03,-1.46
Uruguay,Latin America,Oil,Downstream oil,Downstream,Downstream LDAR,0,-1.46
Yemen,Middle East,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0.01,-1.46
Yemen,Middle East,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.67,-1.46
Venezuela,Central and South America,Gas,Downstream gas,Downstream,Downstream LDAR,36.84,-1.46
Venezuela,Central and South America,Oil,Downstream oil,Downstream,Downstream LDAR,0.14,-1.46
United Arab Emirates,Middle East,Oil,Onshore conventional oil,Upstream,Upstream LDAR,3.69,-1.46
United Arab Emirates,Middle East,Gas,Onshore conventional gas,Upstream,Upstream LDAR,4.35,-1.46
Israel,Europe,Gas,Downstream gas,Downstream,Downstream LDAR,3.66,-1.45
Israel,Europe,Oil,Downstream oil,Downstream,Downstream LDAR,0.02,-1.45
Romania,Europe,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.52,-1.44
Slovenia,Europe,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0,-1.44
Slovenia,Europe,Gas,Unconventional gas,Upstream,Upstream LDAR,0,-1.44
Romania,Europe,Gas,Unconventional gas,Upstream,Upstream LDAR,0,-1.44
Romania,Europe,Gas,Onshore conventional gas,Upstream,Upstream LDAR,4.2,-1.44
Other EU17 countries,Europe,Gas,Unconventional gas,Upstream,Upstream LDAR,0.03,-1.44
Other EU17 countries,Europe,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0.57,-1.44
Other EU17 countries,Europe,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.15,-1.44
Other EU7 countries,Europe,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.04,-1.44
Other EU7 countries,Europe,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0.11,-1.44
Israel,Europe,Gas,Downstream gas,Downstream,Replace with electric motor,1.26,-1.43
Brazil,Central and South America,Gas,Downstream gas,Downstream,Other,19.33,-1.42
Algeria,Africa,Gas,Unconventional gas,Upstream,Other,0.09,-1.41
Algeria,Africa,Gas,Onshore conventional gas,Upstream,Other,3.96,-1.41
Egypt,Africa,Gas,Onshore conventional gas,Upstream,Other,0.3,-1.41
Egypt,Africa,Gas,Unconventional gas,Upstream,Other,0.06,-1.41
Libya,Africa,Gas,Onshore conventional gas,Upstream,Other,0.43,-1.41
Mexico,North America,Oil,Onshore conventional oil,Upstream,Upstream LDAR,2.2800000000000000,-1.41
Mexico,North America,Gas,Onshore conventional gas,Upstream,Upstream LDAR,4.06,-1.41
Mexico,North America,Gas,Unconventional gas,Upstream,Upstream LDAR,0.04,-1.41
Tunisia,Africa,Gas,Onshore conventional gas,Upstream,Other,0.03,-1.41
Malaysia,Asia Pacific,Gas,Downstream gas,Downstream,Downstream LDAR,4.8,-1.4
Malaysia,Asia Pacific,Oil,Downstream oil,Downstream,Downstream LDAR,0.01,-1.4
Brunei,Asia Pacific,Oil,Downstream oil,Downstream,Downstream LDAR,0,-1.4
Brunei,Asia Pacific,Gas,Downstream gas,Downstream,Downstream LDAR,0.4,-1.4
Other countries in Southeast Asia,Asia Pacific,Oil,Downstream oil,Downstream,Downstream LDAR,0.06,-1.4
Other countries in Southeast Asia,Asia Pacific,Gas,Downstream gas,Downstream,Downstream LDAR,3.42,-1.4
Philippines,Asia Pacific,Oil,Downstream oil,Downstream,Downstream LDAR,0.01,-1.4
Philippines,Asia Pacific,Gas,Downstream gas,Downstream,Downstream LDAR,0.69,-1.4
Thailand,Asia Pacific,Oil,Downstream oil,Downstream,Downstream LDAR,0.07,-1.4
Thailand,Asia Pacific,Gas,Downstream gas,Downstream,Downstream LDAR,14.83,-1.4
Vietnam,Asia Pacific,Gas,Downstream gas,Downstream,Downstream LDAR,1.69,-1.4
Vietnam,Asia Pacific,Oil,Downstream oil,Downstream,Downstream LDAR,0.01,-1.4
New Zealand,Asia Pacific,Oil,Offshore oil,Upstream,Upstream LDAR,0.01,-1.3900000000000000
New Zealand,Asia Pacific,Gas,Offshore gas,Upstream,Upstream LDAR,0.35,-1.3900000000000000
Mexico,North America,Oil,Offshore oil,Upstream,Vapour recovery units,95.95,-1.35
Other countries in Southeast Asia,Asia Pacific,Gas,Downstream gas,Downstream,Vapour recovery units,0.14,-1.34
Canada,North America,Oil,Unconventional oil,Upstream,Vapour recovery units,15.73,-1.33
Canada,North America,Oil,Onshore conventional oil,Upstream,Vapour recovery units,9.66,-1.33
Mexico,North America,Oil,Offshore oil,Upstream,Upstream LDAR,7.13,-1.32
Mexico,North America,Gas,Offshore gas,Upstream,Upstream LDAR,3.1,-1.32
Brunei,Asia Pacific,Gas,Onshore conventional gas,Upstream,Replace with electric motor,0.22,-1.31
South Africa,Africa,Oil,Unconventional oil,Upstream,Vapour recovery units,1.2,-1.3
South Africa,Africa,Oil,Onshore conventional oil,Upstream,Vapour recovery units,1.2,-1.3
South Africa,Africa,Oil,Downstream oil,Downstream,Vapour recovery units,0.06,-1.3
Peru,Central and South America,Gas,Downstream gas,Downstream,Replace with electric motor,1.5700000000000000,-1.29
Nigeria,Africa,Oil,Onshore conventional oil,Upstream,Other,5.17,-1.29
Algeria,Africa,Gas,Unconventional gas,Upstream,Install plunger,0.11,-1.29
Algeria,Africa,Gas,Onshore conventional gas,Upstream,Install plunger,4.79,-1.29
Egypt,Africa,Gas,Unconventional gas,Upstream,Install plunger,0.07,-1.29
Egypt,Africa,Gas,Onshore conventional gas,Upstream,Install plunger,0.36,-1.29
Morocco,North Africa,Gas,Unconventional gas,Upstream,Install plunger,0,-1.29
Morocco,North Africa,Gas,Onshore conventional gas,Upstream,Install plunger,0,-1.29
Morocco,North Africa,Gas,Offshore gas,Upstream,Install plunger,0,-1.29
Libya,Africa,Gas,Onshore conventional gas,Upstream,Install plunger,0.52,-1.29
Tunisia,Africa,Gas,Onshore conventional gas,Upstream,Install plunger,0.04,-1.29
Libya,Africa,Gas,Onshore conventional gas,Upstream,Upstream LDAR,2.26,-1.27
Morocco,North Africa,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0.01,-1.27
Morocco,North Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0,-1.27
Libya,Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,6.63,-1.27
Egypt,Africa,Gas,Onshore conventional gas,Upstream,Upstream LDAR,1.56,-1.27
Egypt,Africa,Gas,Unconventional gas,Upstream,Upstream LDAR,0.33,-1.27
Egypt,Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,1.6400000000000000,-1.27
Algeria,Africa,Gas,Onshore conventional gas,Upstream,Upstream LDAR,20.89,-1.27
Algeria,Africa,Gas,Unconventional gas,Upstream,Upstream LDAR,0.5,-1.27
Algeria,Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,8.52,-1.27
Tunisia,Africa,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0.18,-1.27
Tunisia,Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.1,-1.27
Angola,Africa,Gas,Onshore conventional gas,Upstream,Other,0.08,-1.25
Nigeria,Africa,Gas,Onshore conventional gas,Upstream,Other,1.48,-1.25
Azerbaijan,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Replace with electric motor,0.16,-1.23
Azerbaijan,Russia & Caspian,Gas,Downstream gas,Downstream,Replace with electric motor,3.15,-1.21
Kazakhstan,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Replace with electric motor,39.36,-1.21
Russia,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Upstream LDAR,231.47,-1.2
Russia,Russia & Caspian,Gas,Unconventional gas,Upstream,Upstream LDAR,8.36,-1.2
Russia,Russia & Caspian,Oil,Onshore conventional oil,Upstream,Upstream LDAR,67.4,-1.2
Kazakhstan,Russia & Caspian,Gas,Downstream gas,Downstream,Replace with electric motor,9.25,-1.19
Colombia,Central and South America,Gas,Downstream gas,Downstream,Replace with electric motor,2.92,-1.19
Venezuela,Central and South America,Gas,Downstream gas,Downstream,Replace with electric motor,13.04,-1.19
Congo,Africa,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0.06,-1.18
Congo,Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.1,-1.18
Chad,Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.3,-1.18
Cameroon,Africa,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0.01,-1.18
Equatorial Guinea,Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.26,-1.18
Democratic Republic of Congo,Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.06,-1.18
Angola,Africa,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0.4,-1.18
Angola,Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.11,-1.18
Botswana,Africa,Gas,Unconventional gas,Upstream,Upstream LDAR,0,-1.18
Mozambique,Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0,-1.18
Mozambique,Africa,Gas,Onshore conventional gas,Upstream,Upstream LDAR,1.06,-1.18
Gabon,Africa,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0.08,-1.18
Gabon,Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.6,-1.18
Ghana,Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.05,-1.18
Senegal,Africa,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0,-1.18
Nigeria,Africa,Gas,Onshore conventional gas,Upstream,Upstream LDAR,7.84,-1.18
Niger,Africa,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0,-1.18
Niger,Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.03,-1.18
Nigeria,Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,4.16,-1.18
Tanzania,Africa,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0.13,-1.18
Sudan,Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.31,-1.18
South Sudan,Africa,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.51,-1.18
United States,North America,Oil,Unconventional oil,Upstream,Vapour recovery units,247.31,-1.18
Uruguay,Latin America,Gas,Downstream gas,Downstream,Replace with electric motor,0.01,-1.18
Uruguay,Latin America,Gas,Offshore gas,Upstream,Replace with electric motor,0.01,-1.18
Uzbekistan,Russia & Caspian,Gas,Downstream gas,Downstream,Replace with electric motor,21.39,-1.18
United States,North America,Oil,Onshore conventional oil,Upstream,Vapour recovery units,52.22,-1.18
United States,North America,Oil,Offshore oil,Upstream,Vapour recovery units,14.85,-1.18
South Africa,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0.03,-1.17
South Africa,Africa,Gas,Downstream gas,Downstream,Downstream LDAR,1.62,-1.17
Poland,Europe,Gas,Downstream gas,Downstream,Downstream LDAR,4.95,-1.17
Poland,Europe,Oil,Downstream oil,Downstream,Downstream LDAR,0.02,-1.17
Ukraine,Europe,Gas,Downstream gas,Downstream,Downstream LDAR,10.25,-1.17
Ukraine,Europe,Oil,Downstream oil,Downstream,Downstream LDAR,0.02,-1.17
Senegal,Africa,Gas,Offshore gas,Upstream,Install plunger,0,-1.15
Senegal,Africa,Gas,Unconventional gas,Upstream,Install plunger,0,-1.15
Senegal,Africa,Gas,Onshore conventional gas,Upstream,Install plunger,0,-1.15
Nigeria,Africa,Gas,Onshore conventional gas,Upstream,Install plunger,1.8,-1.15
Tanzania,Africa,Gas,Onshore conventional gas,Upstream,Install plunger,0.03,-1.15
Tanzania,Africa,Gas,Unconventional gas,Upstream,Install plunger,0.03,-1.15
Tanzania,Africa,Gas,Offshore gas,Upstream,Install plunger,0.03,-1.15
Gabon,Africa,Gas,Onshore conventional gas,Upstream,Install plunger,0.02,-1.15
Mozambique,Africa,Gas,Onshore conventional gas,Upstream,Install plunger,0.25,-1.15
Argentina,Central and South America,Gas,Downstream gas,Downstream,Replace with electric motor,16.08,-1.15
Angola,Africa,Gas,Onshore conventional gas,Upstream,Install plunger,0.09,-1.15
Cameroon,Africa,Gas,Onshore conventional gas,Upstream,Install plunger,0,-1.15
Congo,Africa,Gas,Onshore conventional gas,Upstream,Install plunger,0.01,-1.15
Italy,Europe,Gas,Downstream gas,Downstream,Replace with electric motor,12.72,-1.13
Other EU7 countries,Europe,Gas,Downstream gas,Downstream,Replace with electric motor,1.11,-1.13
Other EU17 countries,Europe,Gas,Downstream gas,Downstream,Replace with electric motor,21.41,-1.13
Slovenia,Europe,Gas,Downstream gas,Downstream,Replace with electric motor,0.14,-1.13
Slovenia,Europe,Gas,Offshore gas,Upstream,Replace with electric motor,0.14,-1.13
Romania,Europe,Gas,Downstream gas,Downstream,Replace with electric motor,6.63,-1.13
United Kingdom,Europe,Gas,Downstream gas,Downstream,Replace with electric motor,5.32,-1.13
Poland,Europe,Gas,Downstream gas,Downstream,Other,4.36,-1.12
South Africa,Africa,Gas,Downstream gas,Downstream,Other,1.43,-1.12
Ukraine,Europe,Gas,Downstream gas,Downstream,Other,9.04,-1.12
Iraq,Middle East,Oil,Onshore conventional oil,Upstream,Replace with electric motor,467.56,-1.09
Iran,Middle East,Oil,Onshore conventional oil,Upstream,Replace with electric motor,604.44,-1.09
Argentina,Central and South America,Oil,Unconventional oil,Upstream,Other,2.18,-1.07
Other countries in Europe,Europe,Gas,Downstream gas,Downstream,Other,6.83,-1.07
Brazil,Central and South America,Gas,Downstream gas,Downstream,Downstream LDAR,22.57,-1.06
Brazil,Central and South America,Oil,Downstream oil,Downstream,Downstream LDAR,0.2,-1.06
China,Asia Pacific,Gas,Onshore conventional gas,Upstream,Replace with electric motor,66.67,-1.05
China,Asia Pacific,Gas,Unconventional gas,Upstream,Replace with electric motor,92.19,-1.05
Bolivia,Central and South America,Gas,Downstream gas,Downstream,Replace with electric motor,1.55,-1.04
Australia,Asia Pacific,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0.42,-1.04
Australia,Asia Pacific,Gas,Unconventional gas,Upstream,Upstream LDAR,6.35,-1.04
Australia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.47,-1.04
New Zealand,Asia Pacific,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0.12,-1.04
New Zealand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.02,-1.04
Peru,Central and South America,Oil,Offshore oil,Upstream,Upstream LDAR,0.02,-1.02
Peru,Central and South America,Gas,Offshore gas,Upstream,Upstream LDAR,0.01,-1.02
Trinidad and Tobago,Central and South America,Oil,Offshore oil,Upstream,Upstream LDAR,0.17,-1.02
Trinidad and Tobago,Central and South America,Gas,Offshore gas,Upstream,Upstream LDAR,5.8100000000000000,-1.02
Argentina,Central and South America,Oil,Offshore oil,Upstream,Upstream LDAR,0.02,-1.02
Argentina,Central and South America,Gas,Offshore gas,Upstream,Upstream LDAR,1.71,-1.02
Colombia,Central and South America,Gas,Offshore gas,Upstream,Upstream LDAR,0.3,-1.02
Cuba,Central and South America,Oil,Offshore oil,Upstream,Upstream LDAR,0.02,-1.02
Ecuador,Central and South America,Gas,Offshore gas,Upstream,Upstream LDAR,0.1,-1.02
Indonesia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vapour recovery units,8.61,-1.02
Indonesia,Asia Pacific,Oil,Downstream oil,Downstream,Vapour recovery units,0.31,-1.02
Guyana,Latin America,Oil,Offshore oil,Upstream,Upstream LDAR,0.47,-1.02
Venezuela,Central and South America,Gas,Offshore gas,Upstream,Upstream LDAR,2.32,-1.02
Venezuela,Central and South America,Oil,Offshore oil,Upstream,Upstream LDAR,1.17,-1.02
Israel,Europe,Gas,Offshore gas,Upstream,Upstream LDAR,1.11,-1.01
United Kingdom,Europe,Gas,Offshore gas,Upstream,Upstream LDAR,3.03,-1.01
United Kingdom,Europe,Oil,Offshore oil,Upstream,Upstream LDAR,0.93,-1.01
Italy,Europe,Gas,Offshore gas,Upstream,Upstream LDAR,0.3,-1
Italy,Europe,Oil,Offshore oil,Upstream,Upstream LDAR,0.02,-1
Brunei,Asia Pacific,Gas,Downstream gas,Downstream,Vapour recovery units,0.02,-0.99
Romania,Europe,Gas,Offshore gas,Upstream,Upstream LDAR,0.76,-0.97
Romania,Europe,Oil,Offshore oil,Upstream,Upstream LDAR,0.1,-0.97
Other EU17 countries,Europe,Gas,Offshore gas,Upstream,Upstream LDAR,0.43,-0.97
Other EU17 countries,Europe,Oil,Offshore oil,Upstream,Upstream LDAR,0.01,-0.97
Other EU7 countries,Europe,Gas,Offshore gas,Upstream,Upstream LDAR,0.06,-0.97
Netherlands,Europe,Gas,Downstream gas,Downstream,Replace with electric motor,0.26,-0.95
Mexico,North America,Oil,Downstream oil,Downstream,Replace with electric motor,0.68,-0.93
France,Europe,Gas,Downstream gas,Downstream,Replace with electric motor,5.64,-0.91
Other countries in Europe,Europe,Gas,Downstream gas,Downstream,Downstream LDAR,7.75,-0.9
Other countries in Europe,Europe,Oil,Downstream oil,Downstream,Downstream LDAR,0.02,-0.9
Norway,Europe,Gas,Onshore conventional gas,Upstream,Replace with electric motor,0.32,-0.89
India,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vapour recovery units,0.25,-0.89
India,Asia Pacific,Gas,Unconventional gas,Upstream,Vapour recovery units,0.12,-0.89
Norway,Europe,Oil,Onshore conventional oil,Upstream,Replace with electric motor,0.87,-0.87
Norway,Europe,Gas,Downstream gas,Downstream,Replace with electric motor,0.03,-0.85
Other,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vapour recovery units,0.2,-0.85
New Zealand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vapour recovery units,0.07,-0.84
New Zealand,Asia Pacific,Oil,Downstream oil,Downstream,Vapour recovery units,0.03,-0.84
Trinidad and Tobago,Central and South America,Gas,Downstream gas,Downstream,Replace with electric motor,3.56,-0.83
Mexico,North America,Oil,Downstream oil,Downstream,Downstream LDAR,0.19,-0.83
Mexico,North America,Gas,Downstream gas,Downstream,Downstream LDAR,68.76,-0.83
China,Asia Pacific,Gas,Downstream gas,Downstream,Vapour recovery units,2.34,-0.82
Cote d'Ivoire,Africa,Gas,Downstream gas,Downstream,Replace with electric motor,0.81,-0.8
Eritrea,Africa,Oil,Offshore oil,Upstream,Replace with electric motor,0,-0.8
Turkmenistan,Russia & Caspian,Gas,Downstream gas,Downstream,Replace with electric motor,44.21,-0.8
Netherlands,Europe,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0.04,-0.79
Benin,Africa,Gas,Offshore gas,Upstream,Replace with electric motor,0.01,-0.79
Benin,Africa,Gas,Downstream gas,Downstream,Replace with electric motor,0.01,-0.79
Netherlands,Europe,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0,-0.79
Jordan,Middle East,Gas,Downstream gas,Downstream,Replace with electric motor,3.51,-0.78
Mozambique,Africa,Gas,Downstream gas,Downstream,Replace with electric motor,0.34,-0.77
Saudi Arabia,Middle East,Gas,Downstream gas,Downstream,Replace with electric motor,17.36,-0.77
Sweden,Europe,Gas,Downstream gas,Downstream,Replace with electric motor,0.13,-0.77
Sweden,Europe,Gas,Offshore gas,Upstream,Replace with electric motor,0.13,-0.77
Togo,Africa,Gas,Offshore gas,Upstream,Replace with electric motor,0.01,-0.76
Togo,Africa,Gas,Downstream gas,Downstream,Replace with electric motor,0.01,-0.76
Oman,Middle East,Gas,Downstream gas,Downstream,Replace with electric motor,6.34,-0.76
Algeria,Africa,Gas,Downstream gas,Downstream,Replace with electric motor,18.07,-0.75
Mexico,North America,Gas,Offshore gas,Upstream,Vapour recovery units,3.65,-0.74
Germany,Europe,Gas,Downstream gas,Downstream,Replace with electric motor,11.93,-0.74
Canada,North America,Oil,Onshore conventional oil,Upstream,Upstream LDAR,26.63,-0.72
Canada,North America,Oil,Unconventional oil,Upstream,Upstream LDAR,3.39,-0.72
Canada,North America,Gas,Onshore conventional gas,Upstream,Upstream LDAR,23.33,-0.72
